,state,sum
1656,"[2, 8, 64, 64, 128, 256, 512]",1034
1657,"[2, 2, 8, 128, 128, 256, 512]",1036
1658,"[4, 4, 4, 64, 64, 128, 256, 512]",1036
1659,"[2, 2, 8, 64, 64, 128, 256, 512]",1036
1660,"[4, 8, 32, 32, 64, 128, 256, 512]",1036
1661,"[4, 4, 4, 32, 32, 64, 128, 256, 512]",1036
1662,"[2, 2, 8, 32, 32, 64, 128, 256, 512]",1036
1663,"[4, 8, 16, 16, 32, 64, 128, 256, 512]",1036
1664,"[2, 2, 8, 256, 256, 512]",1036
1665,"[4, 4, 4, 128, 128, 256, 512]",1036
1666,"[4, 8, 64, 64, 128, 256, 512]",1036
1667,"[2, 4, 8, 256, 256, 512]",1038
1668,"[2, 4, 8, 128, 128, 256, 512]",1038
1669,"[2, 4, 8, 64, 64, 128, 256, 512]",1038
1670,"[2, 4, 8, 32, 32, 64, 128, 256, 512]",1038
1671,"[2, 4, 8, 512, 512]",1038
1672,"[2, 2, 4, 8, 512, 512]",1040
1673,"[4, 4, 8, 256, 256, 512]",1040
1674,"[2, 2, 4, 8, 256, 256, 512]",1040
1675,"[4, 4, 8, 128, 128, 256, 512]",1040
1676,"[2, 2, 4, 8, 128, 128, 256, 512]",1040
1677,"[4, 4, 8, 64, 64, 128, 256, 512]",1040
1678,"[2, 2, 4, 8, 64, 64, 128, 256, 512]",1040
1679,"[4, 4, 8, 32, 32, 64, 128, 256, 512]",1040
1680,"[2, 2, 4, 8, 1024]",1040
1681,"[4, 4, 8, 512, 512]",1040
1682,"[2, 4, 4, 8, 1024]",1042
1683,"[2, 4, 4, 8, 512, 512]",1042
1684,"[2, 8, 8, 512, 512]",1042
1685,"[2, 4, 4, 8, 256, 256, 512]",1042
1686,"[2, 8, 8, 256, 256, 512]",1042
1687,"[2, 4, 4, 8, 128, 128, 256, 512]",1042
1688,"[2, 8, 8, 128, 128, 256, 512]",1042
1689,"[2, 4, 4, 8, 64, 64, 128, 256, 512]",1042
1690,"[2, 8, 8, 64, 64, 128, 256, 512]",1042
1691,"[2, 8, 8, 1024]",1042
1692,"[2, 2, 8, 8, 1024]",1044
1693,"[4, 4, 4, 8, 1024]",1044
1694,"[2, 2, 16, 1024]",1044
1695,"[4, 8, 8, 512, 512]",1044
1696,"[4, 4, 4, 8, 512, 512]",1044
1697,"[2, 2, 8, 8, 512, 512]",1044
1698,"[2, 2, 16, 512, 512]",1044
1699,"[4, 8, 8, 256, 256, 512]",1044
1700,"[4, 4, 4, 8, 256, 256, 512]",1044
1701,"[2, 2, 8, 8, 256, 256, 512]",1044
1702,"[2, 2, 16, 256, 256, 512]",1044
1703,"[4, 8, 8, 128, 128, 256, 512]",1044
1704,"[4, 4, 4, 8, 128, 128, 256, 512]",1044
1705,"[2, 2, 8, 8, 128, 128, 256, 512]",1044
1706,"[2, 2, 16, 128, 128, 256, 512]",1044
1707,"[4, 8, 8, 64, 64, 128, 256, 512]",1044
1708,"[4, 8, 8, 1024]",1044
1709,"[2, 4, 16, 1024]",1046
1710,"[2, 4, 8, 8, 1024]",1046
1711,"[2, 4, 8, 8, 512, 512]",1046
1712,"[2, 4, 16, 512, 512]",1046
1713,"[2, 4, 8, 8, 256, 256, 512]",1046
1714,"[2, 4, 16, 256, 256, 512]",1046
1715,"[2, 4, 8, 8, 128, 128, 256, 512]",1046
1716,"[2, 4, 16, 128, 128, 256, 512]",1046
1717,"[2, 2, 4, 16, 1024]",1048
1718,"[4, 4, 16, 1024]",1048
1719,"[4, 4, 8, 8, 1024]",1048
1720,"[4, 4, 16, 512, 512]",1048
1721,"[4, 4, 8, 8, 512, 512]",1048
1722,"[2, 2, 4, 16, 512, 512]",1048
1723,"[4, 4, 16, 256, 256, 512]",1048
1724,"[4, 4, 8, 8, 256, 256, 512]",1048
1725,"[2, 2, 4, 16, 256, 256, 512]",1048
1726,"[4, 4, 16, 128, 128, 256, 512]",1048
1727,"[2, 4, 4, 16, 1024]",1050
1728,"[2, 8, 16, 1024]",1050
1729,"[2, 4, 4, 16, 512, 512]",1050
1730,"[2, 8, 16, 512, 512]",1050
1731,"[2, 4, 4, 16, 256, 256, 512]",1050
1732,"[2, 8, 16, 256, 256, 512]",1050
1733,"[2, 2, 8, 16, 1024]",1052
1734,"[4, 4, 4, 16, 1024]",1052
1735,"[4, 8, 16, 1024]",1052
1736,"[4, 8, 16, 512, 512]",1052
1737,"[4, 4, 4, 16, 512, 512]",1052
1738,"[2, 2, 8, 16, 512, 512]",1052
1739,"[4, 8, 16, 256, 256, 512]",1052
1740,"[2, 4, 8, 16, 1024]",1054
1741,"[2, 4, 8, 16, 512, 512]",1054
1742,"[2, 2, 4, 8, 16, 1024]",1056
1743,"[4, 4, 8, 16, 1024]",1056
1744,"[4, 4, 8, 16, 512, 512]",1056
1745,"[2, 4, 4, 8, 16, 1024]",1058
1746,"[2, 8, 8, 16, 1024]",1058
1747,"[2, 2, 8, 8, 16, 1024]",1060
1748,"[4, 4, 4, 8, 16, 1024]",1060
1749,"[2, 2, 16, 16, 1024]",1060
1750,"[4, 8, 8, 16, 1024]",1060
1751,"[2, 4, 16, 16, 1024]",1062
1752,"[2, 4, 8, 8, 16, 1024]",1062
1753,"[2, 4, 32, 1024]",1062
1754,"[2, 2, 4, 32, 1024]",1064
1755,"[4, 4, 16, 16, 1024]",1064
1756,"[2, 2, 4, 16, 16, 1024]",1064
1757,"[4, 4, 8, 8, 16, 1024]",1064
1758,"[4, 4, 32, 1024]",1064
1759,"[2, 4, 4, 32, 1024]",1066
1760,"[2, 8, 32, 1024]",1066
1761,"[2, 4, 4, 16, 16, 1024]",1066
1762,"[2, 8, 16, 16, 1024]",1066
1763,"[2, 2, 8, 32, 1024]",1068
1764,"[4, 4, 4, 32, 1024]",1068
1765,"[4, 8, 32, 1024]",1068
1766,"[4, 8, 16, 16, 1024]",1068
1767,"[2, 4, 8, 32, 1024]",1070
1768,"[2, 2, 4, 8, 32, 1024]",1072
1769,"[4, 4, 8, 32, 1024]",1072
1770,"[2, 4, 4, 8, 32, 1024]",1074
1771,"[2, 8, 8, 32, 1024]",1074
1772,"[2, 2, 8, 8, 32, 1024]",1076
1773,"[4, 4, 4, 8, 32, 1024]",1076
1774,"[2, 2, 16, 32, 1024]",1076
1775,"[4, 8, 8, 32, 1024]",1076
1776,"[2, 4, 16, 32, 1024]",1078
1777,"[2, 4, 8, 8, 32, 1024]",1078
1778,"[2, 2, 4, 16, 32, 1024]",1080
1779,"[4, 4, 16, 32, 1024]",1080
1780,"[4, 4, 8, 8, 32, 1024]",1080
1781,"[2, 4, 4, 16, 32, 1024]",1082
1782,"[2, 8, 16, 32, 1024]",1082
1783,"[2, 2, 8, 16, 32, 1024]",1084
1784,"[4, 4, 4, 16, 32, 1024]",1084
1785,"[4, 8, 16, 32, 1024]",1084
1786,"[2, 4, 8, 16, 32, 1024]",1086
1787,"[2, 2, 4, 8, 16, 32, 1024]",1088
1788,"[4, 4, 8, 16, 32, 1024]",1088
1789,"[2, 4, 4, 8, 16, 32, 1024]",1090
1790,"[2, 8, 8, 16, 32, 1024]",1090
1791,"[2, 2, 8, 8, 16, 32, 1024]",1092
1792,"[4, 4, 4, 8, 16, 32, 1024]",1092
1793,"[2, 2, 16, 16, 32, 1024]",1092
1794,"[4, 8, 8, 16, 32, 1024]",1092
1795,"[2, 4, 16, 16, 32, 1024]",1094
1796,"[2, 4, 8, 8, 16, 32, 1024]",1094
1797,"[2, 4, 32, 32, 1024]",1094
1798,"[2, 2, 4, 32, 32, 1024]",1096
1799,"[4, 4, 16, 16, 32, 1024]",1096
1800,"[2, 2, 4, 16, 16, 32, 1024]",1096
1801,"[4, 4, 8, 8, 16, 32, 1024]",1096
1802,"[2, 2, 4, 64, 1024]",1096
1803,"[4, 4, 32, 32, 1024]",1096
1804,"[2, 4, 4, 64, 1024]",1098
1805,"[2, 4, 4, 32, 32, 1024]",1098
1806,"[2, 8, 32, 32, 1024]",1098
1807,"[2, 4, 4, 16, 16, 32, 1024]",1098
1808,"[2, 8, 16, 16, 32, 1024]",1098
1809,"[2, 8, 64, 1024]",1098
1810,"[2, 2, 8, 64, 1024]",1100
1811,"[4, 4, 4, 64, 1024]",1100
1812,"[4, 8, 32, 32, 1024]",1100
1813,"[4, 4, 4, 32, 32, 1024]",1100
1814,"[2, 2, 8, 32, 32, 1024]",1100
1815,"[4, 8, 16, 16, 32, 1024]",1100
1816,"[4, 8, 64, 1024]",1100
1817,"[2, 4, 8, 64, 1024]",1102
1818,"[2, 4, 8, 32, 32, 1024]",1102
1819,"[2, 2, 4, 8, 64, 1024]",1104
1820,"[4, 4, 8, 64, 1024]",1104
1821,"[4, 4, 8, 32, 32, 1024]",1104
1822,"[2, 4, 4, 8, 64, 1024]",1106
1823,"[2, 8, 8, 64, 1024]",1106
1824,"[2, 2, 8, 8, 64, 1024]",1108
1825,"[4, 4, 4, 8, 64, 1024]",1108
1826,"[2, 2, 16, 64, 1024]",1108
1827,"[4, 8, 8, 64, 1024]",1108
1828,"[2, 4, 16, 64, 1024]",1110
1829,"[2, 4, 8, 8, 64, 1024]",1110
1830,"[2, 2, 4, 16, 64, 1024]",1112
1831,"[4, 4, 16, 64, 1024]",1112
1832,"[4, 4, 8, 8, 64, 1024]",1112
1833,"[2, 4, 4, 16, 64, 1024]",1114
1834,"[2, 8, 16, 64, 1024]",1114
1835,"[2, 2, 8, 16, 64, 1024]",1116
1836,"[4, 4, 4, 16, 64, 1024]",1116
1837,"[4, 8, 16, 64, 1024]",1116
1838,"[2, 4, 8, 16, 64, 1024]",1118
1839,"[2, 2, 4, 8, 16, 64, 1024]",1120
1840,"[4, 4, 8, 16, 64, 1024]",1120
1841,"[2, 4, 4, 8, 16, 64, 1024]",1122
1842,"[2, 8, 8, 16, 64, 1024]",1122
1843,"[2, 2, 8, 8, 16, 64, 1024]",1124
1844,"[4, 4, 4, 8, 16, 64, 1024]",1124
1845,"[2, 2, 16, 16, 64, 1024]",1124
1846,"[4, 8, 8, 16, 64, 1024]",1124
1847,"[2, 4, 16, 16, 64, 1024]",1126
1848,"[2, 4, 8, 8, 16, 64, 1024]",1126
1849,"[2, 4, 32, 64, 1024]",1126
1850,"[2, 2, 4, 32, 64, 1024]",1128
1851,"[4, 4, 16, 16, 64, 1024]",1128
1852,"[2, 2, 4, 16, 16, 64, 1024]",1128
1853,"[4, 4, 8, 8, 16, 64, 1024]",1128
1854,"[4, 4, 32, 64, 1024]",1128
1855,"[2, 4, 4, 32, 64, 1024]",1130
1856,"[2, 8, 32, 64, 1024]",1130
1857,"[2, 4, 4, 16, 16, 64, 1024]",1130
1858,"[2, 8, 16, 16, 64, 1024]",1130
1859,"[2, 2, 8, 32, 64, 1024]",1132
1860,"[4, 4, 4, 32, 64, 1024]",1132
1861,"[4, 8, 32, 64, 1024]",1132
1862,"[4, 8, 16, 16, 64, 1024]",1132
1863,"[2, 4, 8, 32, 64, 1024]",1134
1864,"[2, 2, 4, 8, 32, 64, 1024]",1136
1865,"[4, 4, 8, 32, 64, 1024]",1136
1866,"[2, 4, 4, 8, 32, 64, 1024]",1138
1867,"[2, 8, 8, 32, 64, 1024]",1138
1868,"[2, 2, 8, 8, 32, 64, 1024]",1140
1869,"[4, 4, 4, 8, 32, 64, 1024]",1140
1870,"[2, 2, 16, 32, 64, 1024]",1140
1871,"[4, 8, 8, 32, 64, 1024]",1140
1872,"[2, 4, 16, 32, 64, 1024]",1142
1873,"[2, 4, 8, 8, 32, 64, 1024]",1142
1874,"[2, 2, 4, 16, 32, 64, 1024]",1144
1875,"[4, 4, 16, 32, 64, 1024]",1144
1876,"[4, 4, 8, 8, 32, 64, 1024]",1144
1877,"[2, 4, 4, 16, 32, 64, 1024]",1146
1878,"[2, 8, 16, 32, 64, 1024]",1146
1879,"[2, 2, 8, 16, 32, 64, 1024]",1148
1880,"[4, 4, 4, 16, 32, 64, 1024]",1148
1881,"[4, 8, 16, 32, 64, 1024]",1148
1882,"[2, 4, 8, 16, 32, 64, 1024]",1150
1883,"[2, 2, 4, 8, 16, 32, 64, 1024]",1152
1884,"[4, 4, 8, 16, 32, 64, 1024]",1152
1885,"[2, 4, 4, 8, 16, 32, 64, 1024]",1154
1886,"[2, 8, 8, 16, 32, 64, 1024]",1154
1887,"[2, 2, 8, 8, 16, 32, 64, 1024]",1156
1888,"[4, 4, 4, 8, 16, 32, 64, 1024]",1156
1889,"[2, 2, 16, 16, 32, 64, 1024]",1156
1890,"[4, 8, 8, 16, 32, 64, 1024]",1156
1891,"[2, 4, 16, 16, 32, 64, 1024]",1158
1892,"[2, 4, 8, 8, 16, 32, 64, 1024]",1158
1893,"[2, 4, 32, 32, 64, 1024]",1158
1894,"[2, 2, 4, 32, 32, 64, 1024]",1160
1895,"[4, 4, 16, 16, 32, 64, 1024]",1160
1896,"[2, 2, 4, 16, 16, 32, 64, 1024]",1160
1897,"[4, 4, 8, 8, 16, 32, 64, 1024]",1160
1898,"[2, 2, 4, 64, 64, 1024]",1160
1899,"[4, 4, 32, 32, 64, 1024]",1160
1900,"[2, 4, 4, 64, 64, 1024]",1162
1901,"[2, 4, 4, 32, 32, 64, 1024]",1162
1902,"[2, 8, 32, 32, 64, 1024]",1162
1903,"[2, 4, 4, 16, 16, 32, 64, 1024]",1162
1904,"[2, 8, 16, 16, 32, 64, 1024]",1162
1905,"[2, 4, 4, 128, 1024]",1162
1906,"[2, 8, 64, 64, 1024]",1162
1907,"[2, 2, 8, 128, 1024]",1164
1908,"[4, 4, 4, 64, 64, 1024]",1164
1909,"[2, 2, 8, 64, 64, 1024]",1164
1910,"[4, 8, 32, 32, 64, 1024]",1164
1911,"[4, 4, 4, 32, 32, 64, 1024]",1164
1912,"[2, 2, 8, 32, 32, 64, 1024]",1164
1913,"[4, 8, 16, 16, 32, 64, 1024]",1164
1914,"[4, 4, 4, 128, 1024]",1164
1915,"[4, 8, 64, 64, 1024]",1164
1916,"[2, 4, 8, 128, 1024]",1166
1917,"[2, 4, 8, 64, 64, 1024]",1166
1918,"[2, 4, 8, 32, 32, 64, 1024]",1166
1919,"[2, 2, 4, 8, 128, 1024]",1168
1920,"[4, 4, 8, 128, 1024]",1168
1921,"[4, 4, 8, 64, 64, 1024]",1168
1922,"[2, 2, 4, 8, 64, 64, 1024]",1168
1923,"[4, 4, 8, 32, 32, 64, 1024]",1168
1924,"[2, 4, 4, 8, 128, 1024]",1170
1925,"[2, 8, 8, 128, 1024]",1170
1926,"[2, 4, 4, 8, 64, 64, 1024]",1170
1927,"[2, 8, 8, 64, 64, 1024]",1170
1928,"[2, 2, 8, 8, 128, 1024]",1172
1929,"[4, 4, 4, 8, 128, 1024]",1172
1930,"[2, 2, 16, 128, 1024]",1172
1931,"[4, 8, 8, 128, 1024]",1172
1932,"[4, 8, 8, 64, 64, 1024]",1172
1933,"[2, 4, 16, 128, 1024]",1174
1934,"[2, 4, 8, 8, 128, 1024]",1174
1935,"[2, 2, 4, 16, 128, 1024]",1176
1936,"[4, 4, 16, 128, 1024]",1176
1937,"[4, 4, 8, 8, 128, 1024]",1176
1938,"[2, 4, 4, 16, 128, 1024]",1178
1939,"[2, 8, 16, 128, 1024]",1178
1940,"[2, 2, 8, 16, 128, 1024]",1180
1941,"[4, 4, 4, 16, 128, 1024]",1180
1942,"[4, 8, 16, 128, 1024]",1180
1943,"[2, 4, 8, 16, 128, 1024]",1182
1944,"[2, 2, 4, 8, 16, 128, 1024]",1184
1945,"[4, 4, 8, 16, 128, 1024]",1184
1946,"[2, 4, 4, 8, 16, 128, 1024]",1186
1947,"[2, 8, 8, 16, 128, 1024]",1186
1948,"[2, 2, 8, 8, 16, 128, 1024]",1188
1949,"[4, 4, 4, 8, 16, 128, 1024]",1188
1950,"[2, 2, 16, 16, 128, 1024]",1188
1951,"[4, 8, 8, 16, 128, 1024]",1188
1952,"[2, 4, 16, 16, 128, 1024]",1190
1953,"[2, 4, 8, 8, 16, 128, 1024]",1190
1954,"[2, 4, 32, 128, 1024]",1190
1955,"[2, 2, 4, 32, 128, 1024]",1192
1956,"[4, 4, 16, 16, 128, 1024]",1192
1957,"[2, 2, 4, 16, 16, 128, 1024]",1192
1958,"[4, 4, 8, 8, 16, 128, 1024]",1192
1959,"[4, 4, 32, 128, 1024]",1192
1960,"[2, 4, 4, 32, 128, 1024]",1194
1961,"[2, 8, 32, 128, 1024]",1194
1962,"[2, 4, 4, 16, 16, 128, 1024]",1194
1963,"[2, 8, 16, 16, 128, 1024]",1194
1964,"[2, 2, 8, 32, 128, 1024]",1196
1965,"[4, 4, 4, 32, 128, 1024]",1196
1966,"[4, 8, 32, 128, 1024]",1196
1967,"[4, 8, 16, 16, 128, 1024]",1196
1968,"[2, 4, 8, 32, 128, 1024]",1198
1969,"[2, 2, 4, 8, 32, 128, 1024]",1200
1970,"[4, 4, 8, 32, 128, 1024]",1200
1971,"[2, 4, 4, 8, 32, 128, 1024]",1202
1972,"[2, 8, 8, 32, 128, 1024]",1202
1973,"[2, 2, 8, 8, 32, 128, 1024]",1204
1974,"[4, 4, 4, 8, 32, 128, 1024]",1204
1975,"[2, 2, 16, 32, 128, 1024]",1204
1976,"[4, 8, 8, 32, 128, 1024]",1204
1977,"[2, 4, 16, 32, 128, 1024]",1206
1978,"[2, 4, 8, 8, 32, 128, 1024]",1206
1979,"[2, 2, 4, 16, 32, 128, 1024]",1208
1980,"[4, 4, 16, 32, 128, 1024]",1208
1981,"[4, 4, 8, 8, 32, 128, 1024]",1208
1982,"[2, 4, 4, 16, 32, 128, 1024]",1210
1983,"[2, 8, 16, 32, 128, 1024]",1210
1984,"[2, 2, 8, 16, 32, 128, 1024]",1212
1985,"[4, 4, 4, 16, 32, 128, 1024]",1212
1986,"[4, 8, 16, 32, 128, 1024]",1212
1987,"[2, 4, 8, 16, 32, 128, 1024]",1214
1988,"[2, 2, 4, 8, 16, 32, 128, 1024]",1216
1989,"[4, 4, 8, 16, 32, 128, 1024]",1216
1990,"[2, 4, 4, 8, 16, 32, 128, 1024]",1218
1991,"[2, 8, 8, 16, 32, 128, 1024]",1218
1992,"[2, 2, 8, 8, 16, 32, 128, 1024]",1220
1993,"[4, 4, 4, 8, 16, 32, 128, 1024]",1220
1994,"[2, 2, 16, 16, 32, 128, 1024]",1220
1995,"[4, 8, 8, 16, 32, 128, 1024]",1220
1996,"[2, 4, 16, 16, 32, 128, 1024]",1222
1997,"[2, 4, 8, 8, 16, 32, 128, 1024]",1222
1998,"[2, 4, 32, 32, 128, 1024]",1222
1999,"[2, 2, 4, 32, 32, 128, 1024]",1224
2000,"[4, 4, 16, 16, 32, 128, 1024]",1224
2001,"[2, 2, 4, 16, 16, 32, 128, 1024]",1224
2002,"[4, 4, 8, 8, 16, 32, 128, 1024]",1224
2003,"[2, 2, 4, 64, 128, 1024]",1224
2004,"[4, 4, 32, 32, 128, 1024]",1224
2005,"[2, 4, 4, 64, 128, 1024]",1226
2006,"[2, 4, 4, 32, 32, 128, 1024]",1226
2007,"[2, 8, 32, 32, 128, 1024]",1226
2008,"[2, 4, 4, 16, 16, 32, 128, 1024]",1226
2009,"[2, 8, 16, 16, 32, 128, 1024]",1226
2010,"[2, 8, 64, 128, 1024]",1226
2011,"[2, 2, 8, 64, 128, 1024]",1228
2012,"[4, 4, 4, 64, 128, 1024]",1228
2013,"[4, 8, 32, 32, 128, 1024]",1228
2014,"[4, 4, 4, 32, 32, 128, 1024]",1228
2015,"[2, 2, 8, 32, 32, 128, 1024]",1228
2016,"[4, 8, 16, 16, 32, 128, 1024]",1228
2017,"[4, 8, 64, 128, 1024]",1228
2018,"[2, 4, 8, 64, 128, 1024]",1230
2019,"[2, 4, 8, 32, 32, 128, 1024]",1230
2020,"[2, 2, 4, 8, 64, 128, 1024]",1232
2021,"[4, 4, 8, 64, 128, 1024]",1232
2022,"[4, 4, 8, 32, 32, 128, 1024]",1232
2023,"[2, 4, 4, 8, 64, 128, 1024]",1234
2024,"[2, 8, 8, 64, 128, 1024]",1234
2025,"[2, 2, 8, 8, 64, 128, 1024]",1236
2026,"[4, 4, 4, 8, 64, 128, 1024]",1236
2027,"[2, 2, 16, 64, 128, 1024]",1236
2028,"[4, 8, 8, 64, 128, 1024]",1236
2029,"[2, 4, 16, 64, 128, 1024]",1238
2030,"[2, 4, 8, 8, 64, 128, 1024]",1238
2031,"[2, 2, 4, 16, 64, 128, 1024]",1240
2032,"[4, 4, 16, 64, 128, 1024]",1240
2033,"[4, 4, 8, 8, 64, 128, 1024]",1240
2034,"[2, 4, 4, 16, 64, 128, 1024]",1242
2035,"[2, 8, 16, 64, 128, 1024]",1242
2036,"[2, 2, 8, 16, 64, 128, 1024]",1244
2037,"[4, 4, 4, 16, 64, 128, 1024]",1244
2038,"[4, 8, 16, 64, 128, 1024]",1244
2039,"[2, 4, 8, 16, 64, 128, 1024]",1246
2040,"[2, 2, 4, 8, 16, 64, 128, 1024]",1248
2041,"[4, 4, 8, 16, 64, 128, 1024]",1248
2042,"[2, 4, 4, 8, 16, 64, 128, 1024]",1250
2043,"[2, 8, 8, 16, 64, 128, 1024]",1250
2044,"[2, 2, 8, 8, 16, 64, 128, 1024]",1252
2045,"[4, 4, 4, 8, 16, 64, 128, 1024]",1252
2046,"[2, 2, 16, 16, 64, 128, 1024]",1252
2047,"[4, 8, 8, 16, 64, 128, 1024]",1252
2048,"[2, 4, 16, 16, 64, 128, 1024]",1254
2049,"[2, 4, 8, 8, 16, 64, 128, 1024]",1254
2050,"[2, 4, 32, 64, 128, 1024]",1254
2051,"[2, 2, 4, 32, 64, 128, 1024]",1256
2052,"[4, 4, 16, 16, 64, 128, 1024]",1256
2053,"[2, 2, 4, 16, 16, 64, 128, 1024]",1256
2054,"[4, 4, 8, 8, 16, 64, 128, 1024]",1256
2055,"[4, 4, 32, 64, 128, 1024]",1256
2056,"[2, 4, 4, 32, 64, 128, 1024]",1258
2057,"[2, 8, 32, 64, 128, 1024]",1258
2058,"[2, 4, 4, 16, 16, 64, 128, 1024]",1258
2059,"[2, 8, 16, 16, 64, 128, 1024]",1258
2060,"[2, 2, 8, 32, 64, 128, 1024]",1260
2061,"[4, 4, 4, 32, 64, 128, 1024]",1260
2062,"[4, 8, 32, 64, 128, 1024]",1260
2063,"[4, 8, 16, 16, 64, 128, 1024]",1260
2064,"[2, 4, 8, 32, 64, 128, 1024]",1262
2065,"[2, 2, 4, 8, 32, 64, 128, 1024]",1264
2066,"[4, 4, 8, 32, 64, 128, 1024]",1264
2067,"[2, 4, 4, 8, 32, 64, 128, 1024]",1266
2068,"[2, 8, 8, 32, 64, 128, 1024]",1266
2069,"[2, 2, 8, 8, 32, 64, 128, 1024]",1268
2070,"[4, 4, 4, 8, 32, 64, 128, 1024]",1268
2071,"[2, 2, 16, 32, 64, 128, 1024]",1268
2072,"[4, 8, 8, 32, 64, 128, 1024]",1268
2073,"[2, 4, 16, 32, 64, 128, 1024]",1270
2074,"[2, 4, 8, 8, 32, 64, 128, 1024]",1270
2075,"[2, 2, 4, 16, 32, 64, 128, 1024]",1272
2076,"[4, 4, 16, 32, 64, 128, 1024]",1272
2077,"[4, 4, 8, 8, 32, 64, 128, 1024]",1272
2078,"[2, 4, 4, 16, 32, 64, 128, 1024]",1274
2079,"[2, 8, 16, 32, 64, 128, 1024]",1274
2080,"[2, 2, 8, 16, 32, 64, 128, 1024]",1276
2081,"[4, 4, 4, 16, 32, 64, 128, 1024]",1276
2082,"[4, 8, 16, 32, 64, 128, 1024]",1276
2083,"[2, 4, 8, 16, 32, 64, 128, 1024]",1278
2084,"[2, 2, 4, 8, 16, 32, 64, 128, 1024]",1280
2085,"[4, 4, 8, 16, 32, 64, 128, 1024]",1280
2086,"[2, 4, 4, 8, 16, 32, 64, 128, 1024]",1282
2087,"[2, 8, 8, 16, 32, 64, 128, 1024]",1282
2088,"[2, 2, 8, 8, 16, 32, 64, 128, 1024]",1284
2089,"[4, 4, 4, 8, 16, 32, 64, 128, 1024]",1284
2090,"[2, 2, 16, 16, 32, 64, 128, 1024]",1284
2091,"[4, 8, 8, 16, 32, 64, 128, 1024]",1284
2092,"[2, 4, 16, 16, 32, 64, 128, 1024]",1286
2093,"[2, 4, 8, 8, 16, 32, 64, 128, 1024]",1286
2094,"[2, 4, 32, 32, 64, 128, 1024]",1286
2095,"[2, 2, 4, 32, 32, 64, 128, 1024]",1288
2096,"[4, 4, 16, 16, 32, 64, 128, 1024]",1288
2097,"[2, 2, 4, 16, 16, 32, 64, 128, 1024]",1288
2098,"[4, 4, 8, 8, 16, 32, 64, 128, 1024]",1288
2099,"[2, 2, 4, 64, 64, 128, 1024]",1288
2100,"[4, 4, 32, 32, 64, 128, 1024]",1288
2101,"[2, 4, 4, 64, 64, 128, 1024]",1290
2102,"[2, 4, 4, 32, 32, 64, 128, 1024]",1290
2103,"[2, 8, 32, 32, 64, 128, 1024]",1290
2104,"[2, 4, 4, 16, 16, 32, 64, 128, 1024]",1290
2105,"[2, 8, 16, 16, 32, 64, 128, 1024]",1290
2106,"[2, 4, 4, 128, 128, 1024]",1290
2107,"[2, 8, 64, 64, 128, 1024]",1290
2108,"[2, 2, 8, 128, 128, 1024]",1292
2109,"[4, 4, 4, 64, 64, 128, 1024]",1292
2110,"[2, 2, 8, 64, 64, 128, 1024]",1292
2111,"[4, 8, 32, 32, 64, 128, 1024]",1292
2112,"[4, 4, 4, 32, 32, 64, 128, 1024]",1292
2113,"[2, 2, 8, 32, 32, 64, 128, 1024]",1292
2114,"[4, 8, 16, 16, 32, 64, 128, 1024]",1292
2115,"[2, 2, 8, 256, 1024]",1292
2116,"[4, 4, 4, 128, 128, 1024]",1292
2117,"[4, 8, 64, 64, 128, 1024]",1292
2118,"[2, 4, 8, 256, 1024]",1294
2119,"[2, 4, 8, 128, 128, 1024]",1294
2120,"[2, 4, 8, 64, 64, 128, 1024]",1294
2121,"[2, 4, 8, 32, 32, 64, 128, 1024]",1294
2122,"[2, 2, 4, 8, 256, 1024]",1296
2123,"[4, 4, 8, 256, 1024]",1296
2124,"[4, 4, 8, 128, 128, 1024]",1296
2125,"[2, 2, 4, 8, 128, 128, 1024]",1296
2126,"[4, 4, 8, 64, 64, 128, 1024]",1296
2127,"[2, 2, 4, 8, 64, 64, 128, 1024]",1296
2128,"[4, 4, 8, 32, 32, 64, 128, 1024]",1296
2129,"[2, 4, 4, 8, 256, 1024]",1298
2130,"[2, 8, 8, 256, 1024]",1298
2131,"[2, 4, 4, 8, 128, 128, 1024]",1298
2132,"[2, 8, 8, 128, 128, 1024]",1298
2133,"[2, 4, 4, 8, 64, 64, 128, 1024]",1298
2134,"[2, 8, 8, 64, 64, 128, 1024]",1298
2135,"[2, 2, 8, 8, 256, 1024]",1300
2136,"[4, 4, 4, 8, 256, 1024]",1300
2137,"[2, 2, 16, 256, 1024]",1300
2138,"[4, 8, 8, 256, 1024]",1300
2139,"[4, 8, 8, 128, 128, 1024]",1300
2140,"[4, 4, 4, 8, 128, 128, 1024]",1300
2141,"[2, 2, 8, 8, 128, 128, 1024]",1300
2142,"[2, 2, 16, 128, 128, 1024]",1300
2143,"[4, 8, 8, 64, 64, 128, 1024]",1300
2144,"[2, 4, 16, 256, 1024]",1302
2145,"[2, 4, 8, 8, 256, 1024]",1302
2146,"[2, 4, 8, 8, 128, 128, 1024]",1302
2147,"[2, 4, 16, 128, 128, 1024]",1302
2148,"[2, 2, 4, 16, 256, 1024]",1304
2149,"[4, 4, 16, 256, 1024]",1304
2150,"[4, 4, 8, 8, 256, 1024]",1304
2151,"[4, 4, 16, 128, 128, 1024]",1304
2152,"[2, 4, 4, 16, 256, 1024]",1306
2153,"[2, 8, 16, 256, 1024]",1306
